08/10/88,DESIRE,1
15/10/88,ONE MOMENT IN TIME,2
29/10/88,ORINOCO FLOW,3
19/11/88,THE FIRST TIME,3
10/12/88,MISTLETOE AND WINE,4
07/01/89,ESPECIALLY FOR YOU,3
28/01/89,SOMETHINGS GOTTEN HOLD OF MY HEART,4
25/02/89,BELFAST CHILD,2
11/03/89,TOO MANY BROKEN HEARTS,2
25/03/89,LIKE A PRAYER,3
15/04/89,ETERNAL FLAME,4
13/05/89,HAND ON YOUR HEART,1
20/05/89,FERRY 'CROSS THE MERSEY,3
10/06/89,SEALED WITH A KISS,2
24/06/89,BACK TO LIFE (HOWEVER DO YOU WANT ME),4
22/07/89,YOU'LL NEVER STOP ME LOVING YOU,2
05/08/89,SWING THE MOOD,5
09/09/89,RIDE ON TIME,6
21/10/89,THAT'S WHAT I LIKE,3
11/11/89,ALL AROUND THE WORLD,2
25/11/89,YOU GOT IT (THE RIGHT STUFF),3
16/12/89,LET'S PARTY,1
23/12/89,DO THEY KNOW IT'S CHRISTMAS?,3
16/01/90,HANGIN' TOUGH,2
27/01/90,TEARS ON MY PILLOW,1
03/02/90,NOTHING COMPARES 2 U,4
03/03/90,DUB BE GOOD TO ME,4
31/03/90,THE POWER,2
14/04/90,VOGUE,4
12/05/90,KILLER,4
09/06/90,WORLD IN MOTION,2
23/06/90,SACRIFICE/HEALING HANDS,5
28/07/90,TURTLE POWER,4
25/08/90,ITSY BITSY TEENY WEENY YELLOW POLKA DOT BIKINI,3
15/09/90,THE JOKER,2
29/09/90,SHOW ME HEAVEN,4
27/10/90,A LITTLE TIME,1
03/11/90,UNCHAINED MELODY,4
01/12/90,ICE ICE BABY,4
29/12/90,SAVIOUR'S DAY,1
05/01/91,BRING YOUR DAUGHTER...TO THE SLAUGHTER,2
19/01/91,SADENESS PART 1,1
26/01/91,INNUENDO,1
02/02/91,3 AM ETERNAL,2
16/02/91,DO THE BARTMAN,3
09/03/91,SHOULD I STAY OR SHOULD I GO,2
23/03/91,THE STONK,1
30/03/91,THE ONE AND ONLY,5
04/05/91,THE SHOOP SHOOP SONG (IT'S IN HIS KISS),5
08/06/91,I WANNA SEX YOU UP,3
29/06/91,ANY DREAM WILL DO,2
13/07/91,(EVERYTHING I DO) I DO IT FOR YOU,16
02/11/91,THE FLY,1
09/11/91,DIZZY,2
23/11/91,BLACK OR WHITE,2
07/12/91,DON'T LET THE SUN GO DOWN ON ME,2
21/12/91,BOHEMIAN RHAPSODY/THESE ARE THE DAYS OF OUR LIVES,5
25/01/92,GOODNIGHT GIRL,4
22/02/92,STAY,8
18/04/92,DEEPLY DIPPY,3
09/05/92,PLEASE DON'T GO/GAME BOY,5
13/06/92,ABBA-ESQUE EP,5
18/07/92,AIN'T NO DOUBT,3
08/08/92,RHYTHM IS A DANCER,6
19/09/92,EBENEEZER GOODE,4
17/10/92,SLEEPING SATELLITE,2
31/10/92,END OF THE ROAD,3
21/11/92,WOULD I LIE TO YOU,2
05/12/92,I WILL ALWAYS LOVE YOU,10
13/02/93,NO LIMIT,5
20/03/93,OH CAROLINA,2
03/04/93,YOUNG AT HEART,4
01/05/93,FIVE LIVE EP,3
22/05/93,ALL THAT SHE WANTS,3
12/06/93,(I CAN'T HELP) FALLING IN LOVE WITH YOU,2
26/06/93,DREAMS,3
17/07/93,PRAY,4
14/08/93,LIVING ON MY OWN,2
28/08/93,MR VAIN,4
25/09/93,BOOM! SHAKE THE ROOM,2
09/10/93,RELIGHT MY FIRE,2
23/10/93,I'D DO ANYTHING FOR LOVE (BUT I WON'T DO THAT),7
11/12/93,MR BLOBBY,1
18/12/93,BABE,1
25/12/93,MR BLOBBY,2
08/01/94,TWIST & SHOUT,2
22/01/94,THINGS CAN ONLY GET BETTER,4
19/02/94,WITHOUT YOU,4
19/03/94,DOOP,3
09/04/94,EVERYTHING CHANGES,2
23/04/94,THE MOST BEAUTIFUL GIRL IN THE WORLD,2
07/05/94,THE REAL THING,1
14/05/94,INSIDE,1
21/05/94,COME ON YOU REDS,1
04/06/94,LOVE IS ALL AROUND,15
17/09/94,SATURDAY NIGHT,4
15/10/94,SURE,2
29/10/94,BABY COME BACK,4
26/11/94,LET ME BE YOUR FANTASY,2
10/12/94,STAY ANOTHER DAY,5
14/01/95,COTTON EYE JOE,3
04/02/95,THINK TWICE,7
25/03/95,LOVE CAN BUILD A BRIDGE,1
01/04/95,DON'T STOP (WIGGLE WIGGLE),1
08/04/95,BACK FOR GOOD,4
06/05/95,SOME MIGHT SAY,1
13/05/95,DREAMER,1
20/05/95,UNCHAINED MELODY/(THERE'LL BE BLUEBIRDS OVER) WHITE CLIFFS OF DOVER,7
08/07/95,BOOM BOOM BOOM,4
05/08/95,NEVER FORGET,3
26/08/95,COUNTRY HOUSE,2
09/09/95,YOU ARE NOT ALONE,2
23/09/95,BOOMBASTIC,1
30/09/95,FAIRGROUND,4
28/10/95,GANGSTA'S PARADISE,2
11/11/95,I BELIEVE/UP ON THE ROOF,4
09/12/95,EARTH SONG,6
20/01/96,JESUS TO A CHILD,1
27/01/96,SPACEMAN,5
02/03/96,DON'T LOOK BACK IN ANGER,1
09/03/96,HOW DEEP IS YOUR LOVE,3
30/03/96,FIRESTARTER,3
20/04/96,RETURN OF THE MACK,2
04/05/96,FASTLOVE,3
25/05/96,OOH AAH... JUST A LITTLE BIT,1
01/06/96,THREE LIONS (THE OFFICIAL SONG OF THE ENGLAND FOOTBALL TEAM),1
08/06/96,KILLING ME SOFTLY,4
06/07/96,THREE LIONS (THE OFFICIAL SONG OF THE ENGLAND FOOTBALL TEAM),1
13/07/96,KILLING ME SOFTLY,1
20/07/96,FOREVER LOVE,1
27/07/96,WANNABE,7
14/09/96,FLAVA,1
21/09/96,READY OR NOT,2
05/10/96,BREAKFAST AT TIFFANY'S,1
12/10/96,SETTING SUN,1
19/10/96,WORDS,1
26/10/96,SAY YOU'LL BE THERE,2
09/11/96,WHAT BECOMES OF THE BROKENHEARTED/SATURDAY NIGHT AT THE MOVIES/YOU'LL NEVER WALK ALONE,2
23/11/96,BREATHE,2
07/12/96,I FEEL YOU,1
14/12/96,A DIFFERENT BEAT,1
21/12/96,KNOCKIN' ON HEAVEN'S DOOR/THROW THESE GUNS AWAY,1
28/12/96,2 BECOME 1,3
18/01/97,PROFESSIONAL WIDOW (IT'S GOT TO BE BIG),1
25/01/97,YOUR WOMAN,1
01/02/97,BEETLEBUM,1
08/02/97,AIN'T NOBODY,1
15/02/97,DISCOTHEQUE,1
22/02/97,DON'T SPEAK,3
15/03/97,MAMA/WHO DO YOU THINK YOU ARE,3
05/04/97,BLOCK ROCKIN' BEATS,1
12/04/97,I BELIEVE I CAN FLY,3
03/05/97,BLOOD ON THE DANCE FLOOR,1
10/05/97,LOVE WON'T WAIT,1
17/05/97,YOU'RE NOT ALONE,2
31/05/97,I WANNA BE THE ONE,1
07/06/97,MMMBOP,3
28/06/97,I'LL BE MISSING YOU,3
19/07/97,D'YOU KNOW WHAT I MEAN?,1
26/07/97,I'LL BE MISSING YOU,3
16/08/97,MEN IN BLACK,4
13/09/97,THE DRUGS DON'T WORK,1
20/09/97,SOMETHING ABOUT THE WAY YOU LOOK TONIGHT/CANDLE IN THE WIND 97,5
25/10/97,SPICE UP YOUR LIFE,1
01/11/97,BARBIE GIRL,4
29/11/97,PERFECT DAY,2
13/12/97,TELETUBBIES SAY EH-OH!,2
27/12/97,TOO MUCH,2
10/01/98,PERFECT DAY,1
17/01/98,NEVER EVER,1
24/01/98,ALL AROUND THE WORLD,1
31/01/98,YOU MAKE ME WANNA...,1
07/02/98,DOCTOR JONES,2
21/02/98,MY HEART WILL GO ON,1
28/02/98,BRIMFUL OF ASHA,1
07/03/98,FROZEN,1
14/03/98,MY HEART WILL GO ON,1
21/03/98,IT'S LIKE THAT,6
02/05/98,ALL THAT I NEED,1
09/05/98,UNDER THE BRIDGE/LADY MARMALADE,1
16/05/98,TURN BACK TIME,1
23/05/98,UNDER THE BRIDGE/LADY MARMALADE,1
30/05/98,FEEL IT,1
06/06/98,C'EST LA VIE,2
20/06/98,THREE LIONS '98,3
11/07/98,BECAUSE WE WANT TO,1
18/07/98,FREAK ME,1
25/07/98,DEEPER UNDERGROUND,1
01/08/98,VIVA FOREVER,2
15/08/98,NO MATTER WHAT,3
05/09/98,IF YOU TOLERATE THIS YOUR CHILDREN WILL BE NEXT,1
12/09/98,BOOTIE CALL,1
19/09/98,MILLENNIUM,1
26/09/98,I WANT YOU BACK,1
03/10/98,ROLLERCOASTER,2
17/10/98,GIRLFRIEND,1
24/10/98,GYM AND TONIC,1
31/10/98,BELIEVE,7
19/12/98,TO YOU I BELONG,1
26/12/98,GOODBYE,1
02/01/99,CHOCOLATE SALTY BALLS (PS I LOVE YOU),1
09/01/99,HEARTBEAT/TRAGEDY,1
16/01/99,PRAISE YOU,1
23/01/99,A LITTLE BIT MORE,1
30/01/99,PRETTY FLY (FOR A WHITE GUY),1
06/02/99,YOU DON'T KNOW ME,1
13/02/99,MARIA,1
20/02/99,FLY AWAY,1
27/02/99,BABY ONE MORE TIME,2
13/03/99,WHEN THE GOING GETS TOUGH,2
27/03/99,BLAME IT ON THE WEATHERMAN,1
03/04/99,FLAT BEAT,2
17/04/99,PERFECT MOMENT,2
01/05/99,SWEAR IT AGAIN,2
15/05/99,I WANT IT THAT WAY,1
22/05/99,YOU NEEDED ME,1
29/05/99,SWEET LIKE CHOCOLATE,2
12/06/99,EVERYBODY'S FREE (TO WEAR SUNSCREEN),1
19/06/99,BRING IT ALL BACK,1
26/06/99,BOOM BOOM BOOM BOOM!!,1
03/07/99,9PM (TILL I COME),2
17/07/99,LIVIN' LA VIDA LOCA,3
07/08/99,WHEN YOU SAY NOTHING AT ALL,2
21/08/99,IF I LET YOU GO,1
28/08/99,MI CHICO LATINO,1
04/09/99,MAMBO NO 5 (A LITTLE BIT OF…),2
18/09/99,WE'RE GOING TO IBIZA!,1
25/09/99,BLUE (DA BA DEE),3
16/10/99,GENIE IN A BOTTLE,2
30/10/99,FLYING WITHOUT WINGS,1
06/11/99,KEEP ON MOVIN',1
13/11/99,LIFT ME UP,1
20/11/99,SHE'S THE ONE/IT'S ONLY US,1
27/11/99,KING OF MY CASTLE,1
04/12/99,MILLENNIUM PRAYER,3
25/12/99,I HAVE A DREAM/SEASONS IN THE SUN,4
22/01/00,THE MASSES AGAINST THE CLASSES,1
29/01/00,BORN TO MAKE YOU HAPPY,1
05/02/00,RISE,2
19/02/00,GO LET IT OUT,1
26/02/00,PURE SHORES,2
11/03/00,AMERICAN PIE,1
18/03/00,DON'T GIVE UP,1
25/03/00,BAG IT UP,1
01/04/00,NEVER BE THE SAME AGAIN,1
08/04/00,FOOL AGAIN,1
15/04/00,FILL ME IN,1
22/04/00,TOCA'S MIRACLE,2
06/05/00,BOUND 4 DA RELOAD (CASUALTY),1
13/05/00,OOPS!... I DID IT AGAIN,1
20/05/00,DON'T CALL ME BABY,1
27/05/00,DAY & NIGHT,1
03/06/00,IT FEELS SO GOOD,3
24/06/00,YOU SEE THE TROUBLE WITH ME,1
01/07/00,SPINNING AROUND,1
08/07/00,THE REAL SLIM SHADY,1
15/07/00,BREATHLESS,1
22/07/00,LIFE IS A ROLLERCOASTER,1
29/07/00,WE WILL ROCK YOU,1
05/08/00,7 DAYS,1
12/08/00,ROCK DJ,1
19/08/00,I TURN TO YOU,1
26/08/00,GROOVEJET (IF THIS AIN'T LOVE),1
02/09/00,MUSIC,1
09/09/00,TAKE ON ME,1
16/09/00,LADY (HEAR ME TONIGHT),2
30/09/00,AGAINST ALL ODDS,2
14/10/00,BLACK COFFEE,1
21/10/00,BEAUTIFUL DAY,1
28/10/00,STOMP,1
04/11/00,HOLLER/LET LOVE LEAD THE WAY,1
11/11/00,MY LOVE,1
18/11/00,SAME OLD BRAND NEW YOU,1
25/11/00,CAN'T FIGHT THE MOONLIGHT,1
02/12/00,INDEPENDENT WOMEN PART 1,1
09/12/00,NEVER HAD A DREAM COME TRUE,1
16/12/00,STAN,1
23/12/00,CAN WE FIX IT,3
13/01/01,TOUCH ME,1
20/01/01,LOVE DON'T COST A THING,1
27/01/01,ROLLIN',2
10/02/01,WHOLE AGAIN,4
10/03/01,IT WASN'T ME,1
17/03/01,UPTOWN GIRL,1
24/03/01,PURE AND SIMPLE,3
14/04/01,WHAT TOOK YOU SO LONG,2
28/04/01,SURVIVOR,1
05/05/01,DON'T STOP MOVIN',1
12/05/01,IT'S RAINING MEN,2
26/05/01,DON'T STOP MOVIN',1
02/06/01,DO YOU REALLY LIKE IT,1
09/06/01,ANGEL,3
30/06/01,LADY MARMALADE,1
07/07/01,THE WAY TO YOUR LOVE,1
14/07/01,ANOTHER CHANCE,1
21/07/01,ETERNITY/THE ROAD TO MANDALAY,2
04/08/01,ETERNAL FLAME,2
18/08/01,21 SECONDS,1
25/08/01,LET'S DANCE,2
08/09/01,TOO CLOSE,1
15/09/01,MAMBO NO 5,1
22/09/01,HEY BABY,1
29/09/01,CAN'T GET YOU OUT OF MY HEAD,4
27/10/01,BECAUSE I GOT HIGH,3
17/11/01,QUEEN OF MY HEART,1
24/11/01,IF YOU COME BACK,1
01/12/01,HAVE YOU EVER,1
08/12/01,GOTTA GET THRU THIS,2
22/12/01,SOMETHIN' STUPID,3
12/01/02,GOTTA GET THRU THIS,1
19/01/02,MORE THAN A WOMAN,1
26/01/02,MY SWEET LORD,1
02/02/02,HERO,4
02/03/02,WORLD OF OUR OWN,1
09/03/02,ANYTHING IS POSSIBLE/ EVERGREEN,3
30/03/02,UNCHAINED MELODY,4
27/04/02,THE HINDU TIMES,1
04/05/02,FREAK LIKE ME,1
11/05/02,KISS KISS,1
18/05/02,IF TOMORROW NEVER COMES,1
25/05/02,JUST A LITTLE,1
01/06/02,WITHOUT ME,1
08/06/02,LIGHT MY FIRE,2
22/06/02,A LITTLE LESS CONVERSATION,4
20/07/02,ANYONE OF US (STUPID MISTAKE),3
10/08/02,COLOURBLIND,2
24/08/02,ROUND ROUND,1
31/08/02,CROSSROADS,1
07/09/02,THE TIDE IS HIGH (GET THE FEELING),3
28/09/02,JUST LIKE A PILL,1
05/10/02,THE LONG AND WINDING ROAD/SUSPICIOUS MINDS,2
19/10/02,THE KETCHUP SONG (ASEREJE),1
26/10/02,DILEMMA,2
09/11/02,HEAVEN,1
16/11/02,UNBREAKABLE,1
23/11/02,DIRRTY,2
07/12/02,IF YOU'RE NOT THE ONE,1
14/12/02,LOSE YOURSELF,1
21/12/02,SORRY SEEMS TO BE THE HARDEST WORD,1
28/12/02,SOUND OF THE UNDERGROUND,4
25/01/03,STOP LIVING THE LIE,2
08/02/03,ALL THE THINGS SHE SAID,4
08/03/03,BEAUTIFUL,2
22/03/03,SPIRIT IN THE SKY,2
05/04/03,MAKE LUV,4
03/05/03,YOU SAID NO,1
10/05/03,LONELINESS,1
17/05/03,IGNITION,4
14/06/03,BRING ME TO LIFE,4
12/07/03,CRAZY IN LOVE,3
02/08/03,NEVER GONNA LEAVE YOUR SIDE,1
09/08/03,BREATHE,4
06/09/03,ARE YOU READY FOR LOVE,1
13/09/03,WHERE IS THE LOVE,6
25/10/03,HOLE IN THE HEAD,1
01/11/03,BE FAITHFUL,2
15/11/03,SLOW,1
22/11/03,CRASHED THE WEDDING,1
29/11/03,MANDY,1
06/12/03,LEAVE RIGHT NOW,2
20/12/03,CHANGES,1
27/12/03,MAD WORLD,3
17/01/04,ALL THIS TIME,3
07/02/04,TAKE ME TO THE CLOUDS ABOVE,2
21/02/04,WITH A LITTLE HELP FROM MY FRIENDS/MEASURE OF A MAN,1
28/02/04,WHO'S DAVID,1
06/03/04,MYSTERIOUS GIRL,1
13/03/04,TOXIC,1
20/03/04,CHA CHA SLIDE,1
27/03/04,YEAH,2
10/04/04,FIVE COLOURS IN HER HAIR,2
24/04/04,F**K IT (I DON'T WANT YOU BACK),4
22/05/04,F.U.R.B (F U RIGHT BACK),3
12/06/04,I DON'T WANNA KNOW,2
26/06/04,EVERYTIME,1
03/07/04,OBVIOUSLY,1
10/07/04,BURN,2
24/07/04,LOLA'S THEME,1
31/07/04,DRY YOUR EYES,1
07/08/04,THUNDERBIRDS/3AM,2
21/08/04,BABYCAKES,1
28/08/04,THESE WORDS,2
11/09/04,MY PLACE/FLAP YOUR WINGS,1
18/09/04,REAL TO ME,1
25/09/04,CALL ON ME,3
16/10/04,RADIO,1
23/10/04,CALL ON ME,2
06/11/04,WONDERFUL,1
13/11/04,JUST LOSE IT,1
20/11/04,VERTIGO,1
27/11/04,I'LL STAND BY YOU,2
11/12/04,DO THEY KNOW IT'S CHRISTMAS?,4
08/01/05,AGAINST ALL ODDS,1
15/01/05,JAILHOUSE ROCK,1
22/01/05,ONE NIGHT/I GOT STUNG,1
29/01/05,GOODIES,1
05/02/05,IT'S NOW OR NEVER **,1
12/02/05,LIKE TOY SOLDIERS,1
19/02/05,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN,1
26/02/05,GET RIGHT,1
05/03/05,OVER AND OVER,1
12/03/05,DAKOTA,1
19/03/05,ALL ABOUT YOU/YOU'VE GOT A FRIEND,1
26/03/05,(IS THIS THE WAY TO) AMARILLO?,7
14/05/05,LONELY,2
28/05/05,LYLA,1
04/06/05,AXEL F,4
02/07/05,GHETTO GOSPEL,3
23/07/05,YOU'RE BEAUTIFUL,5
27/08/05,I'LL BE OK,1
03/09/05,THE IMPORTANCE OF BEING IDLE,1
10/09/05,DARE,1
17/09/05,DON'T CHA,3
08/10/05,PUSH THE BUTTON,3
29/10/05,I BET YOU LOOK GOOD ON THE DANCEFLOOR,1
12/11/05,YOU RAISE ME UP,2
19/11/05,HUNG UP,3
10/12/05,STICKWITU,2
24/12/05,JCB SONG,1
31/12/05,THAT'S MY GOAL,4
28/01/06,WHEN THE SUN GOES DOWN,1
04/02/06,NASTY GIRL,2
18/02/06,THUNDER IN MY HEART AGAIN,2
04/03/06,SORRY,1
11/03/06,IT'S CHICO TIME,2
25/03/06,NO TOMORROW,1
01/04/06,SO SICK,1
08/04/06,CRAZY,9
10/06/06,I WISH I WAS A PUNK ROCKER (WITH FLOWERS IN MY HAIR),1
17/06/06,MANEATER,3
08/07/06,HIPS DON'T LIE,1
15/07/06,SMILE,2
29/07/06,"DON'T STOP ME NOW/PLEASE, PLEASE",1
05/08/06,HIPS DON'T LIE,4
02/09/06,DÉJÀ VU,1
09/09/06,SEXYBACK,1
16/09/06,I DON'T FEEL LIKE DANCIN',4
14/10/06,AMERICA,1
21/10/06,WELCOME TO THE BLACK PARADE,2
04/11/06,STAR GIRL,1
11/11/06,PUT YOUR HANDS UP FOR DETROIT,1
18/11/06,THE ROSE,1
25/11/06,SMACK THAT,1
02/12/06,PATIENCE,4
30/12/06,A MOMENT LIKE THIS,4
27/01/07,GRACE KELLY,5
03/03/07,RUBY,1
10/03/07,SHINE,2
23/03/07,WALK THIS WAY,1
31/03/07,I'M GONNA BE (500 MILES),3
21/04/07,GIVE IT TO ME,1
28/04/07,BEAUTIFUL LIAR,3
19/05/07,BABY'S COMING BACK/TRANSYLVANIA,1
26/05/07,UMBRELLA,10
04/08/07,THE WAY I ARE,2
18/08/07,WITH EVERY HEARTBEAT,1
25/08/07,STRONGER,2
08/09/07,BEAUTIFUL GIRLS,4
06/10/07,ABOUT YOU NOW,4
03/11/07,BLEEDING LOVE,7
22/12/07,WHAT A WONDERFUL WORLD,1
29/12/07,WHEN YOU BELIEVE,3
19/01/08,NOW YOU'RE GONE,5
23/02/08,MERCY,5
29/03/08,AMERICAN BOY,4
26/04/08,4 MINUTES,4
24/05/08,THAT'S NOT MY NAME,1
31/05/08,TAKE A BOW,2
14/06/08,SINGIN' IN THE RAIN,2
28/06/08,VIVA LA VIDA,1
05/07/08,CLOSER,1
12/07/08,DANCE WIV ME,4
09/08/08,ALL SUMMER LONG,1
16/08/08,I KISSED A GIRL,5
20/09/08,SEX ON FIRE,3
11/10/08,SO WHAT,3
01/11/08,THE PROMISE,1
08/11/08,HERO,3
29/11/08,IF I WERE A BOY,1
06/12/08,GREATEST DAY,1
13/12/08,RUN,2
27/12/08,HALLELUJAH,3
17/01/09,JUST DANCE,3
07/02/09,THE FEAR,4
07/03/09,MY LIFE WOULD SUCK WITHOUT YOU,1
14/03/09,RIGHT ROUND,1
21/03/09,ISLANDS IN THE STREAM,1
28/03/09,POKER FACE,3
18/04/09,I'M NOT ALONE,2
02/05/09,NUMBER 1,3
23/05/09,BOOM BOOM POW,1
30/05/09,BONKERS,2
13/06/09,BOOM BOOM POW,1
20/06/09,MAMA DO,1
27/06/09,WHEN LOVE TAKES OVER,1
04/07/09,BULLETPROOF,1
11/07/09,EVACUATE THE DANCEFLOOR,2
25/07/09,BEAT AGAIN,2
08/08/09,I GOTTA FEELING,1
15/08/09,NEVER LEAVE YOU,1
22/08/09,I GOTTA FEELING,1
29/08/09,SEXY CHICK,1
05/09/09,HOLIDAY,1
12/09/09,RUN THIS TOWN,1
19/09/09,BOYS AND GIRLS,1
26/09/09,BREAK YOUR HEART,3
17/10/09,OOPSY DAISY,1
24/10/09,BAD BOYS,1
31/10/09,FIGHT FOR THIS LOVE,2
14/11/09,EVERYBODY IN LOVE,1
21/11/09,MEET ME HALFWAY,1
28/11/09,YOU ARE NOT ALONE,1
05/12/09,THE OFFICIAL BBC CHILDREN IN NEED MEDLEY,2
19/12/09,BAD ROMANCE,1
26/12/09,KILLING IN THE NAME,1
02/01/10,THE CLIMB,1
09/01/10,BAD ROMANCE,1
16/01/10,REPLAY,2
30/01/10,FIREFLIES,3
20/02/10,EVERYBODY HURTS,2
06/03/10,IN MY HEAD,1
13/03/10,PASS OUT,2
27/03/10,TELEPHONE,2
10/04/10,THIS AIN'T A LOVE SONG,2
24/04/10,OMG,1
01/05/10,ONCE,1
08/05/10,GOOD TIMES,3
29/05/10,NOTHIN' ON YOU,1
05/06/10,DIRTEE DISCO,1
12/06/10,GETTIN' OVER YOU,1
19/06/10,SHOUT,2
03/07/10,CALIFORNIA GURLS,2
17/07/10,THE CLUB IS ALIVE,1
24/07/10,AIRPLANES,1
31/07/10,WE NO SPEAK AMERICANO,1
07/08/10,ALL TIME LOW,1
14/08/10,BEAUTIFUL MONSTER,1
21/08/10,CLUB CAN'T HANDLE ME,1
28/08/10,GREEN LIGHT,1
04/09/10,DYNAMITE,1
11/09/10,PLEASE DON'T LET ME GO,1
18/09/10,START WITHOUT YOU,2
02/10/10,JUST THE WAY YOU ARE (AMAZING),1
09/10/10,WRITTEN IN THE STARS,1
16/10/10,FORGET YOU,2
30/10/10,JUST THE WAY YOU ARE (AMAZING),1
06/11/10,PROMISE THIS,1
13/11/10,ONLY GIRL (IN THE WORLD),2
27/11/10,LOVE YOU MORE,1
04/12/10,HEROES,2
18/12/10,THE TIME (DIRTY BIT),1
25/12/10,WHEN WE COLLIDE,3
15/01/11,WHAT'S MY NAME,1
22/01/11,GRENADE,2
05/02/11,WE R WHO WE R,1
12/02/11,PRICE TAG,2
26/02/11,SOMEONE LIKE YOU,4
26/03/11,DON'T HOLD YOUR BREATH,1
02/04/11,SOMEONE LIKE YOU,1
09/04/11,ON THE FLOOR,2
23/04/11,PARTY ROCK ANTHEM,4
21/05/11,THE LAZY SONG,1
28/05/11,GIVE ME EVERYTHING,3
18/06/11,CHANGED THE WAY YOU KISS ME,2
02/07/11,DON'T WANNA GO HOME,2
16/07/11,LOUDER,1
23/07/11,GLAD YOU CAME,2
06/08/11,SHE MAKES ME WANNA,1
13/08/11,SWAGGER JAGGER,1
20/08/11,PROMISES,1
27/08/11,DON'T GO,1
03/09/11,HEART SKIPS A BEAT,1
10/09/11,STAY AWAKE,1
17/09/11,ALL ABOUT TONIGHT,1
24/09/11,WHAT MAKES YOU BEAUTIFUL,1
01/10/11,NO REGRETS,1
08/10/11,LOCA PEOPLE,1
15/10/11,WE FOUND LOVE,3
05/11/11,READ ALL ABOUT IT,2
19/11/11,WE FOUND LOVE,3
10/12/11,WISHING ON A STAR,1
17/12/11,DANCE WITH ME TONIGHT,1
24/12/11,CANNONBALL,1
31/12/11,WHEREVER YOU ARE,1
07/01/12,PARADISE,1
14/01/12,GOOD FEELING,1
21/01/12,DOMINO,2
04/02/12,TWILIGHT,1
11/02/12,TITANIUM,1
18/02/12,SOMEBODY THAT I USED TO KNOW,1
25/02/12,HOT RIGHT NOW,1
03/03/12,SOMEBODY THAT I USED TO KNOW,4
31/03/12,PART OF ME,1
07/04/12,TURN UP THE MUSIC,1
14/04/12,CALL ME MAYBE,4
12/05/12,YOUNG,1
19/05/12,R.I.P.,2
02/06/12,WE ARE YOUNG,1
09/06/12,FEEL THE LOVE,1
16/06/12,SING,1
23/06/12,CALL MY NAME,1
30/06/12,PAYPHONE,1
07/07/12,THIS IS LOVE,1
14/07/12,PAYPHONE,2
04/08/12,SPECTRUM,3
18/08/12,HEATWAVE,2
25/08/12,HOW WE DO (PARTY),1
01/09/12,BOM BOM,1
08/09/12,WINGS,1
15/09/12,LET ME LOVE YOU (UNTIL YOU LEARN TO LOVE YOURSELF),1
22/09/12,HALL OF FAME,2
06/10/12,GANGNAM STYLE,1
13/10/12,DIAMONDS,1
20/10/12,DON'T YOU WORRY CHILD,1
27/10/12,SWEET NOTHING,1
03/11/12,BENEATH YOUR BEAUTIFUL,1
10/11/12,CANDY,2
24/11/12,LITTLE THINGS,1
01/12/12,TROUBLEMAKER,2
08/12/12,THE POWER OF LOVE,1
15/12/12,IMPOSSIBLE,1
22/12/12,HE AIN'T HEAVY HE'S MY BROTHER,1
29/12/12,IMPOSSIBLE,3
19/01/13,SCREAM & SHOUT,2
02/02/13,GET UP (RATTLE),2
16/02/13,THRIFT SHOP,1
23/02/13,I COULD BE THE ONE,1
02/03/13,ONE WAY OR ANOTHER (TEENAGE KICKS),1
09/03/13,MIRRORS,3
30/03/13,WHAT ABOUT US,1
06/04/13,LET'S GET READY TO RHUMBLE,1
13/04/13,NEED U (100 PERCENT),2
27/04/13,WAITING ALL NIGHT,1
04/05/13,GET LUCKY,4
01/06/13,LA LA LA,1
08/06/13,BLURRED LINES,4
06/07/13,I LOVE IT,1
13/07/13,LOVE ME AGAIN,1
20/07/13,BLURRED LINES,1
27/07/13,WAKE ME UP,3
17/08/13,WE CAN'T STOP,1
24/08/13,BURN,3
14/09/13,ROAR,2
28/09/13,TALK DIRTY,2
12/10/13,COUNTING STARS,1
19/10/13,WRECKING BALL,1
26/10/13,COUNTING STARS,1
02/11/13,ROYALS,1
09/11/13,THE MONSTER,1
16/11/13,LOOK RIGHT THROUGH,1
23/11/13,ANIMALS,1
30/11/13,SOMEWHERE ONLY WE KNOW,1
07/12/13,UNDER CONTROL,1
14/12/13,SOMEWHERE ONLY WE KNOW,2
28/12/13,SKYSCRAPER,1
04/01/14,HAPPY,1
11/01/14,TIMBER,1
18/01/14,HAPPY,2
01/02/14,RATHER BE,4
01/03/14,MONEY ON MY MIND,1
08/03/14,HAPPY,1
15/03/14,MY LOVE,1
22/03/14,TSUNAMI (JUMP),1
29/03/14,I GOT U,1
05/04/14,SHE LOOKS SO PERFECT,1
12/04/14,THE MAN,1
19/04/14,NOBODY TO LOVE,1
26/04/14,HIDEAWAY,1
03/05/14,WAVES,1
10/05/14,SUMMER,1
17/05/14,WAVES,1
24/05/14,I WILL NEVER LET YOU DOWN,1
31/05/14,STAY WITH ME,1
07/06/14,I WANNA FEEL,1
14/06/14,SING,1
21/06/14,GHOST,2
05/07/14,GECKO (OVERDRIVE),1
12/07/14,PROBLEM,1
19/07/14,IT'S MY BIRTHDAY,1
26/07/14,ME AND MY BROKEN HEART,1
02/08/14,CRAZY STUPID LOVE,1
09/08/14,RUDE,1
16/08/14,AM I WRONG,2
